CustomerID,recency_days,frequency,monetary,unique_products,avg_basket_value,avg_quantity,purchase_span_days,avg_interpurchase_days,segment
12477,39,2,3415.19,74,44.93671052631579,12.960526315789474,115,115.0,2
12478,182,1,680.99,36,18.91638888888889,6.555555555555555,0,0.0,0
12480,30,2,1952.93,75,23.816219512195122,11.926829268292684,132,132.0,2
12481,163,3,2070.23,76,25.24670731707317,15.707317073170731,292,146.0,2
12483,36,4,1185.46,31,30.396410256410256,16.564102564102566,268,89.33333333333333,2
12484,153,3,2007.3400000000001,143,12.467950310559008,5.962732919254658,90,45.0,2
12489,163,1,334.93,15,22.328666666666667,7.0,0,0.0,0
12490,97,4,2463.06,85,23.0192523364486,12.710280373831775,205,68.33333333333333,2
12491,334,1,460.40000000000003,25,17.70769230769231,10.0,0,0.0,0
12492,154,1,136.82,11,12.438181818181818,11.181818181818182,0,0.0,0
12494,338,2,210.82,12,16.216923076923077,6.769230769230769,117,117.0,0
12500,71,3,745.03,11,43.825294117647054,28.705882352941178,211,105.5,2
12501,163,1,2169.39,149,14.559664429530201,11.966442953020135,0,0.0,0
12502,189,4,3021.07,91,26.043706896551726,5.560344827586207,94,31.333333333333332,0
12504,91,1,449.4,6,74.89999999999999,14.5,0,0.0,0
12507,157,1,46.75,1,46.75,11.0,0,0.0,0
12508,61,1,274.8,47,5.3882352941176475,3.9607843137254903,0,0.0,0
12512,245,2,132.18,31,4.263870967741935,3.096774193548387,0,0.0,0
12516,5,1,583.2,13,44.861538461538466,26.53846153846154,0,0.0,0
12517,30,4,2064.4,224,8.0640625,4.49609375,277,92.33333333333333,2
12518,1,3,1207.16,60,16.536438356164386,11.452054794520548,89,44.5,2
12519,154,1,330.84,17,19.461176470588235,10.294117647058824,0,0.0,0
12520,38,1,987.42,60,16.457,10.3,0,0.0,0
12523,10,3,398.7,24,16.6125,6.666666666666667,331,165.5,2
12524,71,4,2962.6,84,30.860416666666666,27.927083333333332,268,89.33333333333333,2
12526,90,2,797.38,40,18.985238095238095,9.666666666666666,94,94.0,2
12528,130,2,552.64,22,19.737142857142857,6.392857142857143,23,23.0,0
12530,31,3,1244.68,42,23.936153846153847,13.096153846153847,132,66.0,2
12532,91,1,349.83000000000004,16,21.864375000000003,9.5625,0,0.0,0
12534,337,1,1089.18,63,17.28857142857143,10.333333333333334,0,0.0,0
12535,93,2,716.35,28,21.069117647058825,6.4411764705882355,94,94.0,0
12536,31,1,4279.71,259,16.523976833976835,10.814671814671815,0,0.0,2
12538,61,1,363.95,21,17.33095238095238,9.095238095238095,0,0.0,0
12539,71,1,1715.85,93,18.45,6.913978494623656,0,0.0,0
12540,40,8,5047.38,137,25.11134328358209,12.502487562189055,302,43.142857142857146,2
12541,61,2,757.44,39,18.474146341463417,13.390243902439025,191,191.0,2
12544,275,1,372.7,19,19.61578947368421,7.157894736842105,0,0.0,0
12547,252,1,159.4,6,26.566666666666666,18.166666666666668,0,0.0,0
12552,334,1,120.0,1,120.0,3.0,0,0.0,0
12553,1,4,1356.57,43,20.87030769230769,10.015384615384615,331,110.33333333333333,2
12556,34,1,308.75,60,4.75,2.5076923076923077,0,0.0,0
12557,40,3,8183.46,15,340.9775,121.41666666666667,598,299.0,2
12558,302,1,269.96,11,24.54181818181818,17.818181818181817,0,0.0,0
12559,312,1,75.60000000000001,1,75.60000000000001,36.0,0,0.0,0
12560,243,1,697.7,28,24.917857142857144,10.357142857142858,0,0.0,0
12561,70,1,238.85,16,14.928125,11.0625,0,0.0,0
12562,217,2,1304.3700000000001,47,25.57588235294118,12.666666666666666,115,115.0,0
12567,127,6,4643.61,186,20.189608695652172,10.156521739130435,450,90.0,2
12569,1,18,2534.95,64,22.63348214285714,9.991071428571429,339,19.941176470588236,2
12571,64,1,248.35,14,17.739285714285714,14.071428571428571,0,0.0,0
12572,333,1,487.68,24,20.32,6.625,0,0.0,0
12576,131,4,1076.6299999999999,62,14.953194444444442,11.375,113,37.666666666666664,0
12577,244,2,430.71,75,5.452025316455696,4.2405063291139244,0,0.0,0
12580,160,1,415.7,24,17.320833333333333,9.916666666666666,0,0.0,0
12583,1,9,5152.96,94,33.03179487179487,23.21153846153846,697,87.125,2
12584,158,4,835.94,28,23.220555555555556,4.472222222222222,93,31.0,0
12587,302,1,144.0,4,36.0,12.75,0,0.0,0
12589,30,1,515.1800000000001,25,20.607200000000002,8.92,0,0.0,0
12590,6,2,9864.26,68,145.06264705882353,62.98529411764706,0,0.0,2
12592,67,2,437.6,11,24.311111111111114,16.11111111111111,56,56.0,0
12593,220,2,321.8,13,20.1125,9.5,85,85.0,0
12594,64,3,850.83,23,35.45125,24.708333333333332,239,119.5,2
12596,37,1,269.95,15,17.996666666666666,10.4,0,0.0,0
12597,96,1,912.66,48,19.013749999999998,9.270833333333334,0,0.0,0
12598,30,4,1200.32,34,23.535686274509803,19.45098039215686,308,102.66666666666667,2
12599,34,4,636.3,23,16.315384615384612,16.28205128205128,183,61.0,2
12600,30,3,884.02,14,46.52736842105263,15.631578947368421,608,304.0,2
12601,40,3,325.46,17,17.129473684210524,8.473684210526315,240,120.0,2
12602,1,1,153.12,12,12.76,13.5,0,0.0,0
12607,62,1,1579.51,101,15.63871287128713,12.158415841584159,0,0.0,0
12609,188,1,512.8,27,18.99259259259259,10.925925925925926,0,0.0,0
12610,217,1,946.75,54,17.53240740740741,8.462962962962964,0,0.0,0
12614,161,1,315.6,20,15.780000000000001,3.8,0,0.0,0
12615,152,2,1079.8,42,23.995555555555555,13.88888888888889,123,123.0,2
12616,216,1,457.7,21,21.795238095238094,8.857142857142858,0,0.0,0
12617,61,1,352.98,39,8.609268292682927,5.121951219512195,0,0.0,0
12619,183,2,871.84,15,58.12266666666667,34.86666666666667,64,64.0,0
12621,6,5,3424.84,128,22.53184210526316,15.480263157894736,448,112.0,2
12623,130,1,305.1,18,16.950000000000003,10.61111111111111,0,0.0,0
12625,6,1,967.2,33,29.309090909090912,21.303030303030305,0,0.0,0
12626,184,2,2440.39,96,23.022547169811318,13.320754716981131,62,62.0,0
12627,184,3,2441.14,104,19.52912,13.528,122,61.0,2
12628,183,3,786.46,34,19.181951219512197,10.926829268292684,30,15.0,0
12633,1,2,434.43,27,14.980344827586206,7.9655172413793105,305,305.0,2
12635,32,2,1689.18,96,16.724554455445546,11.603960396039604,94,94.0,2
12637,93,4,3615.75,136,15.25632911392405,8.063291139240507,182,60.666666666666664,2
12638,183,1,671.69,39,17.222820512820515,14.794871794871796,0,0.0,0
12643,40,5,3094.14,11,140.64272727272726,79.86363636363636,240,60.0,2
12644,306,1,477.91,31,15.416451612903227,10.483870967741936,0,0.0,0
12645,183,2,893.9200000000001,28,26.291764705882354,14.676470588235293,67,67.0,0
12646,213,1,615.28,21,29.299047619047617,19.428571428571427,0,0.0,0
12647,32,7,2260.07,62,28.250875,10.075,545,90.83333333333333,2
12648,126,1,318.05,21,15.145238095238096,7.619047619047619,0,0.0,0
12649,36,1,375.0,17,22.058823529411764,12.0,0,0.0,0
12650,182,1,314.44,20,15.722,12.7,0,0.0,0
12651,101,1,114.0,9,12.666666666666666,8.666666666666666,0,0.0,0
12652,10,1,919.98,48,19.16625,10.520833333333334,0,0.0,0
12654,303,1,171.23000000000002,11,15.566363636363638,5.818181818181818,0,0.0,0
12659,61,1,91.68,5,18.336000000000002,21.0,0,0.0,0
12662,90,5,1618.21,68,16.68257731958763,9.237113402061855,607,151.75,2
12664,1,4,2294.8,4,176.52307692307693,42.46153846153846,331,110.33333333333333,2
12667,1,1,620.13,33,18.791818181818183,11.969696969696969,0,0.0,0
12669,4,2,1607.73,32,50.2415625,8.34375,217,217.0,2
12670,61,2,1273.54,40,29.61720930232558,14.093023255813954,244,244.0,2
12673,243,1,389.62,19,20.506315789473685,9.473684210526315,0,0.0,0
12674,93,2,993.8000000000001,34,21.604347826086958,13.891304347826088,240,240.0,2
12676,125,3,800.15,18,34.78913043478261,16.82608695652174,217,108.5,2
12678,219,2,2073.52,18,109.13263157894737,62.94736842105263,32,32.0,0
12679,1,2,906.38,43,20.599545454545453,9.25,341,341.0,2
12680,32,2,361.83,20,16.44681818181818,6.7272727272727275,57,57.0,0
12681,34,7,5368.29,172,20.80732558139535,11.027131782945736,483,80.5,2
12682,3,16,7279.68,154,22.892075471698114,10.553459119496855,636,42.4,2
12683,6,10,4300.7,133,22.28341968911917,13.119170984455959,449,49.888888888888886,2
12684,67,3,916.26,33,19.494893617021276,15.53191489361702,235,117.5,2
12685,30,3,2019.54,96,18.031607142857144,10.0,125,62.5,2
12686,639,1,89.14,7,12.734285714285715,15.285714285714286,0,0.0,0
12689,247,1,511.03,34,15.030294117647058,8.264705882352942,0,0.0,0
12691,1,2,479.5,10,43.59090909090909,17.818181818181817,28,28.0,0
12693,6,2,454.01,18,23.895263157894735,6.2631578947368425,240,240.0,2
12694,95,1,439.5,20,21.975,16.15,0,0.0,0
12695,245,2,248.2,7,31.025,6.0,57,57.0,0
12697,30,1,223.68,12,18.64,12.416666666666666,0,0.0,0
12700,128,4,4939.99,193,18.432798507462685,11.07089552238806,174,58.0,2
12701,37,1,337.08,21,16.05142857142857,11.714285714285714,0,0.0,0
12704,244,3,1120.85,27,35.0265625,11.40625,57,28.5,0
12705,129,2,2319.67,114,18.85910569105691,13.170731707317072,118,118.0,2
12708,61,4,792.87,40,15.8574,8.66,485,161.66666666666666,2
12709,1,6,4051.34,78,37.51240740740741,18.462962962962962,485,97.0,2
12710,246,2,430.06,32,13.032121212121211,14.090909090909092,91,91.0,0
12712,10,8,2680.03,48,31.529764705882354,8.035294117647059,628,89.71428571428571,2
12713,90,1,848.55,38,22.330263157894734,13.368421052631579,0,0.0,0
12716,182,1,375.59000000000003,24,15.649583333333334,8.541666666666666,0,0.0,0
12717,34,2,1030.98,49,18.74509090909091,9.2,95,95.0,2
12719,215,2,644.95,34,16.53717948717949,9.58974358974359,28,28.0,0
12720,4,13,3029.32,146,16.028148148148148,12.65079365079365,573,47.75,2
12721,95,4,2026.6299999999999,107,16.61172131147541,11.581967213114755,64,21.333333333333332,2
12722,4,1,302.92,19,15.943157894736842,8.210526315789474,0,0.0,0
12723,182,3,376.69,40,9.187560975609756,5.2439024390243905,32,16.0,0
12724,40,2,363.14,18,19.11263157894737,10.0,202,202.0,2
12725,639,1,427.8,24,17.825,6.833333333333333,0,0.0,0
12726,30,3,1363.9,41,21.649206349206352,24.46031746031746,97,48.5,2
12727,216,4,1903.54,45,33.99178571428571,15.232142857142858,67,22.333333333333332,0
12728,40,1,252.54,13,19.426153846153845,9.384615384615385,0,0.0,0
12731,36,3,2705.2,38,64.4095238095238,33.142857142857146,389,194.5,2
12735,193,1,319.77,22,14.534999999999998,11.954545454545455,0,0.0,0
12736,40,1,234.0,4,58.5,43.25,0,0.0,0
12738,666,1,155.35,11,14.122727272727273,13.454545454545455,0,0.0,0
12739,335,1,975.54,37,26.365945945945946,13.108108108108109,0,0.0,0
12740,154,1,427.6,27,15.837037037037037,12.666666666666666,0,0.0,0
12744,221,3,8209.58,53,144.02771929824561,24.36842105263158,29,14.5,0
12747,152,5,2226.18,28,44.523599999999995,14.0,425,106.25,2
12748,5,106,13826.84,1193,6.682861285645239,5.534074432092798,692,6.59047619047619,2
12749,67,4,3518.29,138,21.06760479041916,7.826347305389222,270,90.0,2
12750,278,1,275.88,15,18.392,9.133333333333333,0,0.0,0
12753,100,4,12940.51,87,100.31403100775194,54.286821705426355,263,87.66666666666667,2
12754,161,2,61.62,49,1.2575510204081632,1.0,92,92.0,0
12755,252,2,3811.95,4,952.9875,372.75,203,203.0,2
12757,5,6,3417.37,228,10.883343949044585,5.54140127388535,178,35.6,2
12758,130,1,1570.19,56,28.039107142857144,19.803571428571427,0,0.0,0
12759,99,1,444.8,27,16.474074074074075,10.25925925925926,0,0.0,0
12762,302,1,1436.93,48,29.936041666666668,21.5,0,0.0,0
12763,578,1,320.08,16,20.005,12.25,0,0.0,0
12766,101,3,2554.2000000000003,99,23.220000000000002,10.018181818181818,385,192.5,2
12772,31,1,892.47,55,16.226727272727274,10.10909090909091,0,0.0,0
12775,280,2,634.25,24,23.49074074074074,16.37037037037037,62,62.0,0
12778,96,2,255.93,15,15.995625,18.5625,58,58.0,0
12779,221,5,2298.15,62,26.11534090909091,14.920454545454545,417,104.25,2
12781,154,1,277.48,10,27.748,32.5,0,0.0,0
12782,213,1,252.25,14,18.017857142857142,9.142857142857142,0,0.0,0
12783,152,2,622.84,28,20.761333333333333,7.7,1,1.0,0
12785,425,1,311.95,14,22.282142857142855,9.357142857142858,0,0.0,0
12787,93,1,186.56,8,23.32,18.125,0,0.0,0
12789,215,1,91.85,4,22.9625,1.0,0,0.0,0
12791,698,1,192.60000000000002,2,96.30000000000001,48.5,0,0.0,0
12793,101,2,545.48,21,22.728333333333335,12.291666666666666,537,537.0,2
12794,305,1,317.0,20,15.85,11.35,0,0.0,0
12797,455,1,254.03,13,19.540769230769232,9.076923076923077,0,0.0,0
12802,188,1,427.58,25,17.1032,12.56,0,0.0,0
12808,127,3,483.65000000000003,27,17.273214285714285,6.714285714285714,420,210.0,2
12816,216,1,253.55,14,18.110714285714288,3.642857142857143,0,0.0,0
12817,283,1,166.04,4,41.51,13.25,0,0.0,0
12820,182,1,210.35000000000002,12,17.52916666666667,9.583333333333334,0,0.0,0
12821,97,1,92.72,6,15.453333333333333,11.666666666666666,0,0.0,0
12823,246,1,229.5,1,229.5,30.0,0,0.0,0
12824,31,1,397.12,25,15.8848,9.28,0,0.0,0
12826,61,3,577.1,21,18.616129032258065,9.161290322580646,394,197.0,2
12827,153,2,212.4,8,21.240000000000002,8.0,89,89.0,0
12828,152,5,907.51,40,19.308723404255318,9.48936170212766,184,46.0,0
12829,163,1,207.25,6,34.541666666666664,41.833333333333336,0,0.0,0
12830,93,3,2258.56,11,161.32571428571427,324.2857142857143,210,105.0,2
12832,153,2,383.03,27,14.186296296296295,7.222222222222222,151,151.0,2
12834,311,1,312.38,18,17.354444444444443,6.111111111111111,0,0.0,0
12836,31,3,2159.23,135,14.394866666666667,6.046666666666667,312,156.0,2
12838,183,2,860.1,122,6.77244094488189,3.2992125984251968,515,515.0,2
12839,96,5,2203.66,60,18.834700854700852,12.444444444444445,420,105.0,2
12840,66,2,1296.7,24,32.417500000000004,16.65,30,30.0,0
12841,5,13,2158.56,154,9.5936,5.955555555555556,634,52.833333333333336,2
12842,253,1,310.73,14,22.195,11.214285714285714,0,0.0,0
12843,67,5,1282.36,59,16.0295,6.7375,213,53.25,2
12844,61,2,325.96000000000004,47,6.268461538461539,2.4038461538461537,276,276.0,2
12849,122,1,341.44,14,24.388571428571428,7.714285714285714,0,0.0,0
12851,246,1,131.81,43,2.8044680851063832,2.25531914893617,0,0.0,0
12854,7,1,420.46999999999997,41,10.011190476190475,6.190476190476191,0,0.0,0
12855,667,1,38.1,3,12.700000000000001,10.0,0,0.0,0
12856,30,3,869.71,119,5.5044936708860766,2.7721518987341773,272,136.0,2
12857,70,1,801.6,34,23.576470588235296,8.058823529411764,0,0.0,0
12865,125,1,981.38,58,16.920344827586206,9.482758620689655,0,0.0,0
12866,342,1,559.12,26,21.504615384615384,6.576923076923077,0,0.0,0
12867,97,2,1123.91,119,7.0244375,8.5375,149,149.0,2
12868,10,4,1176.3400000000001,57,15.27714285714286,8.597402597402597,688,229.33333333333334,2
12872,455,1,378.53000000000003,38,9.961315789473685,5.342105263157895,0,0.0,0
12873,311,1,374.0,4,93.5,32.0,0,0.0,0
12875,364,1,293.76000000000005,1,293.76000000000005,1728.0,0,0.0,0
12877,156,4,376.56,21,13.448571428571428,12.142857142857142,184,61.333333333333336,0
12879,93,1,140.5,4,35.125,14.5,0,0.0,0
12881,99,1,298.0,7,42.57142857142857,3.0,0,0.0,0
12882,183,1,471.84000000000003,5,94.36800000000001,21.2,0,0.0,0
12883,32,1,291.63,19,15.348947368421053,3.5789473684210527,0,0.0,0
12884,2,1,309.05,7,44.15,6.142857142857143,0,0.0,0
12885,125,3,1175.22,66,16.552394366197184,9.225352112676056,28,14.0,0
12886,250,2,1378.4,75,16.809756097560978,9.390243902439025,26,26.0,0
12888,97,1,81.36,1,81.36,24.0,0,0.0,0
12891,158,2,289.0,2,144.5,425.0,123,123.0,0
12893,91,1,176.55,27,5.695161290322581,2.903225806451613,0,0.0,0
12897,39,1,128.8,2,64.4,32.0,0,0.0,0
12901,36,6,1621.92,11,115.85142857142857,132.14285714285714,297,59.4,2
12910,7,2,1286.6200000000001,27,38.98848484848485,21.87878787878788,176,176.0,2
12912,152,2,804.24,10,73.11272727272727,29.09090909090909,180,180.0,2
12913,39,4,1401.49,24,50.05321428571428,31.0,507,169.0,2
12915,667,1,199.65,13,15.357692307692307,3.1538461538461537,0,0.0,0
12917,278,1,594.0,2,297.0,60.0,0,0.0,0
12919,3,3,676.82,23,24.17214285714286,12.357142857142858,329,164.5,2
12921,36,20,7377.78,154,22.98373831775701,13.286604361370717,661,34.78947368421053,2
12922,338,1,405.38,28,14.477857142857143,13.214285714285714,0,0.0,0
12923,184,1,172.82,28,6.172142857142857,2.4285714285714284,0,0.0,0
12924,2,2,508.23,17,23.101363636363637,12.363636363636363,97,97.0,2
12925,213,1,325.74,22,14.806363636363637,12.863636363636363,0,0.0,0
12928,7,2,980.26,31,30.633125,25.0625,236,236.0,2
12929,343,1,117.85,8,14.73125,4.625,0,0.0,0
12931,33,5,35265.76,25,568.8025806451614,374.06451612903226,243,60.75,2
12933,342,1,110.75,7,13.84375,8.125,0,0.0,0
12935,151,2,343.78,19,18.093684210526316,17.36842105263158,0,0.0,0
12939,38,4,6397.92,14,304.66285714285715,117.33333333333333,146,48.666666666666664,2
12942,455,1,258.75,16,16.171875,4.3125,0,0.0,0
12944,244,1,317.56,16,19.8475,9.0,0,0.0,0
12947,66,4,950.12,45,19.390204081632653,12.306122448979592,632,210.66666666666666,2
12948,31,2,660.6700000000001,35,18.351944444444445,7.583333333333333,66,66.0,2
12949,91,5,3025.07,130,19.64331168831169,11.181818181818182,249,62.25,2
12950,152,2,1531.4,12,95.7125,76.0,180,180.0,2
12951,221,2,467.48,25,17.314074074074075,8.407407407407407,111,111.0,0
12952,243,1,297.73,18,16.540555555555557,6.611111111111111,0,0.0,0
12955,121,5,2505.06,63,29.47129411764706,21.011764705882353,212,53.0,2
12956,192,1,108.07,19,5.687894736842105,1.7894736842105263,0,0.0,0
12957,188,2,1000.2,57,17.54736842105263,10.035087719298245,66,66.0,0
12962,302,1,95.85000000000001,5,19.17,10.2,0,0.0,0
12963,333,2,630.45,26,22.51607142857143,9.607142857142858,122,122.0,0
12965,32,1,769.8100000000001,108,7.1278703703703705,2.611111111111111,0,0.0,0
12967,639,1,1368.4,15,91.22666666666667,24.0,0,0.0,0
12970,302,2,381.67,108,3.154297520661157,2.1487603305785123,0,0.0,0
12971,10,35,3877.92,67,30.77714285714286,32.682539682539684,656,19.294117647058822,2
12976,6,1,738.6,22,33.57272727272727,25.5,0,0.0,0
12977,187,1,39.239999999999995,9,4.359999999999999,1.3333333333333333,0,0.0,0
12980,10,5,4082.94,4,453.66,31.333333333333332,300,75.0,2
12981,61,1,185.04,9,20.56,12.0,0,0.0,0
12982,37,1,390.54,28,13.947857142857144,10.285714285714286,0,0.0,0
12985,30,2,1239.38,73,16.30763157894737,20.17105263157895,60,60.0,2
12989,2,7,2961.31,33,75.93102564102564,30.23076923076923,423,70.5,2
12990,122,3,409.5,8,31.5,15.384615384615385,189,94.5,0
12993,33,1,197.1,12,16.425,9.333333333333334,0,0.0,0
12994,33,2,621.82,37,15.944102564102565,7.512820512820513,180,180.0,2
12997,2,1,307.92,16,19.245,10.625,0,0.0,0
12999,129,1,320.28000000000003,23,13.925217391304349,13.478260869565217,0,0.0,0
13000,425,1,201.75,11,18.34090909090909,7.0,0,0.0,0
13001,127,5,3717.6800000000003,94,29.50539682539683,16.253968253968253,120,30.0,2
13003,34,2,89.05000000000001,4,17.810000000000002,11.0,63,63.0,0
13004,71,7,2364.39,146,14.243313253012047,12.114457831325302,179,29.833333333333332,2
13005,160,1,321.65,18,17.869444444444444,7.5,0,0.0,0
13011,666,1,50.550000000000004,3,16.85,4.333333333333333,0,0.0,0
13012,67,2,330.12,16,20.6325,9.25,183,183.0,2
13013,36,10,4000.44,142,22.348826815642457,10.379888268156424,602,66.88888888888889,2
13014,153,4,1434.08,37,31.175652173913043,8.130434782608695,129,43.0,0
13015,129,3,979.37,58,16.885689655172413,8.051724137931034,121,60.5,0
13016,125,1,425.25,28,15.1875,11.25,0,0.0,0
13017,302,1,204.0,1,204.0,48.0,0,0.0,0
13018,91,8,2116.4,130,14.697222222222223,14.569444444444445,129,18.428571428571427,2
13021,128,3,952.83,40,21.174,9.977777777777778,205,102.5,2
13023,184,2,689.9,36,17.2475,7.15,122,122.0,0
13026,99,5,975.36,32,24.384,40.5,182,45.5,0
13027,157,2,1536.0,5,256.0,640.0,60,60.0,0
13029,91,1,474.29999999999995,3,158.1,14.0,0,0.0,0
13030,547,1,402.36,50,7.058947368421053,3.0526315789473686,0,0.0,0
13034,578,1,165.86,11,15.07818181818182,10.545454545454545,0,0.0,0
13037,250,1,326.9,18,18.16111111111111,7.555555555555555,0,0.0,0
13038,96,1,196.66,7,28.094285714285714,13.428571428571429,0,0.0,0
13040,183,2,676.99,38,15.743953488372092,8.255813953488373,150,150.0,2
13043,38,1,516.42,13,39.72461538461538,19.53846153846154,0,0.0,0
13045,336,1,305.28000000000003,18,16.96,12.277777777777779,0,0.0,0
13046,91,1,431.59,21,20.551904761904762,8.952380952380953,0,0.0,0
13047,122,7,1811.26,67,19.475913978494624,8.827956989247312,576,96.0,2
13049,184,1,502.90000000000003,7,71.84285714285714,27.142857142857142,0,0.0,0
13050,64,5,1911.92,149,10.863181818181818,6.051136363636363,422,105.5,2
13052,36,1,348.15000000000003,18,19.34166666666667,12.333333333333334,0,0.0,0
13055,67,1,344.86,22,15.675454545454546,11.454545454545455,0,0.0,0
13058,1,2,137.70000000000002,4,22.950000000000003,4.333333333333333,33,33.0,0
13059,251,1,183.4,8,22.925,4.375,0,0.0,0
13062,339,1,346.98,11,31.543636363636367,31.181818181818183,0,0.0,0
13064,2,2,639.03,33,16.385384615384616,7.846153846153846,63,63.0,2
13065,698,1,205.86,14,14.704285714285716,5.285714285714286,0,0.0,0
13066,153,1,151.81,28,5.421785714285714,4.857142857142857,0,0.0,0
13069,3,14,2825.74,194,11.486747967479674,16.650406504065042,575,44.23076923076923,2
13075,306,1,919.61,22,41.80045454545455,22.045454545454547,0,0.0,0
13077,120,2,465.55,62,7.38968253968254,8.873015873015873,365,365.0,2
